OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY,GlobalID,LAT,LON
1928,3980,3640,WAUBAUSHENE,CA,44.766667,-79.716667,GLV2,CA2202,V,CN,E,N,N,Y, , ,N,N,P, ,0,M, , ,N,N,Y,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y,Y, ,Y,Y,C, , ,e887e05c-ae55-4f21-9cc0-a2f2aa2a06b1,44.7666666666334,-79.7166666667333
1929,4000,3640,PORT SEVERN,CA,44.8,-79.716667,GLV2,CA2029,V,RN,E, , ,Y,N,Y,P,P,P, ,0, , , ,N,N,Y,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y,Y, ,Y,Y,C, , ,e4f2985f-9055-4003-bf44-c3f1bdb98bee,44.7999999996003,-79.7166666667333
1930,4020,3640,DEPOT HARBOUR,CA,45.316667,-80.1,GLV2,CA2227,V,CN,E, , ,Y,N, ,M,M,M, ,0,M,Y,N,N,N,Y,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,ae2503c3-b108-4fba-9c40-ce8d75b0364f,45.3166666664335,-80.0999999999
1931,4030,3640,PARRY SOUND,CA,45.333333,-80.033333,GLV2,CA2226,S,CN,E,N,N,N,N,Y,L,H,M,M,0,L,N,N,Y,N,Y,N, , , , ,Y,Y, , ,Y,Y, , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y, ,Y, , ,C, ,M,5b0dfff5-1a39-4564-a7c6-8571fa195d89,45.3333333333667,-80.0333333330668
1932,4050,3640,BYNG INLET,CA,45.766667,-80.566667,GLV2,CA2293,V,CN,E, , ,Y,N, ,N,O,M, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, ,Y,Y,C, ,S,c3d58d65-6696-4dd5-a323-3cab6ad6cfd5,45.7666666664335,-80.5666666668332
1933,4060,3640,KEY HARBOUR,CA,45.883333,-80.75,GLV2,CA2204,V,CN,E, , ,Y,N, ,N,M,Q, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, ,Y,Y,C, , ,ce701126-1baf-4c9d-a2fa-0771b1bfc56a,45.8833333331668,-80.7500000003997
1934,4080,3640,KILLARNEY,CA,45.966667,-81.516667,GLV2,CA2204,V,CN,E,N,N,Y,N,N,N,P,O, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, ,Y,Y,C, ,M,49bb3d7f-2be5-4b1d-89b2-d88edc5749fa,45.9666666669332,-81.5166666667333
2036,4120,3640,MANITOWANING,CA,45.75,-81.8,GLV2,CA2286,V,CN,E,N,N,Y,N,N,M,N,N, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y, , , , , , , , ,cbb69cb4-ab40-4fef-bf78-2fcfa0c434eb,45.7500000003998,-81.8000000000999
2037,4130,3640,SHEGUIANDAH,CA,45.9,-81.916667,GLV2,CA2205,V,CN,E,N,N,Y,N,N,N,N,N, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,e9a1c9d3-c4c2-4b6a-bbbd-ffa794b4b689,45.9000000001,-81.9166666668332
2038,4140,3640,LITTLE CURRENT,CA,45.983333,-81.933333,GLV2,CA2294,S,CN,E,N,N, ,Y,Y,M,M,M, ,0,M,N,N,Y,N,N,Y, , , ,N,N,Y,Y, ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N,Y, , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,M,44d68654-8db7-43a6-876f-2cc39e892a5d,45.983333332967,-81.9333333337663
2039,4150,3640,HONORA,CA,45.866667,-82.166667,GLV2,CA2286,V,CN,E,N,N,Y, , ,M,L,P, ,0,M,Y, ,N,N,N,Y, , , ,N,N,N,N, ,Y,Y, , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,32541ad7-ea5b-4c90-a2e4-5c52be7a5491,45.8666666662337,-82.1666666663335
2040,4160,3640,KAGAWONG,CA,45.916667,-82.25,GLV2,CA2257,V,CN,E,N,N,Y,N,N,M,J,N, ,0, , , ,N,N,N,Y, , , ,N,N,N,N, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y,Y,Y,Y,Y,C, , ,7e1c1085-597c-49bc-8137-096821c75bb5,45.9166666670331,-82.2500000000999
2041,4170,3640,GORE BAY,CA,45.916667,-82.466667,GLV2,CA2257,V,CN,E,N,N,Y,N,N,N,E,N, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y,Y,Y,Y, , ,Y, , , , , , , ,N, , , , , , , , ,Y, , , , , ,Y,Y,Y,Y,C, , ,9703ae43-edde-4cdc-abc9-6a757819d6f9,45.9166666670331,-82.4666666666333
2042,4180,3640,MELDRUM BAY,CA,45.933333,-83.116667,GLV2,CA2252,V,CN,G,N,N,Y,N,N,M,L,O, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , ,Y, , , ,Y, ,Y,Y,Y,Y,C, , ,780a1226-22dc-4376-8735-8f5d5050cf8d,45.9333333330669,-83.1166666662336
2043,4200,3640,BLIND RIVER,CA,46.183333,-82.95,GLV2,CA2268,V,CN,F,N,N,Y,N,N,P,N,N, ,0,M, ,N,Y,N,N,Y, , , ,N,N,Y,Y, ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N, , , , , , , ,N, , , , ,Y, ,Y,Y,Y,Y,C, , ,93337116-0a7a-4ae5-852f-7370b4a9ee03,46.1833333334666,-82.9499999996003
2044,4210,3640,COCKBURN,CA,45.95,-83.316667,GLV2,CA2295,V,CN,F,N,N,Y,N,N,O,H,N, ,0,M,N,N,Y,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,d156fbda-bc2f-4ce1-933a-cfe28420710e,45.95,-83.3166666667332
2045,4220,3640,THESSALON,CA,46.25,-83.566667,GLV2,CA2295,V,CB,F,N,N,Y,N,Y,L,K,N, ,0,M,Y,N,Y,N,N, , , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , ,Y,Y,Y,Y, , , ,0df652d2-9b1a-418d-a309-1aa5a53fde0a,46.2500000002998,-83.5666666662336
2046,4230,3640,BRUCE MINES,CA,46.283333,-83.783333,GLV2,CA2295,V,CN,F,N,N,Y,N, ,N,N,N, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , , , ,Y, ,Y,Y,C, , ,3272579a-c748-4cf2-a0e9-97310a98ddc9,46.2833333332668,-83.7833333336664
2047,4240,3640,HILTON,CA,46.25,-83.883333,GLV2,CA2288,V,CN,G,N,N,Y,N,N,O,K,O, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , ,Y,Y,Y,Y, , , ,64086b41-7630-4018-833f-cdd51c7a9152,46.2500000002998,-83.8833333334665
2048,4250,3640,DESBARATS,CA,46.333333,-83.916667,GLV2,CA2288,V,RN,E,N,N,Y,Y,Y,P,P,P, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , ,Y, , , , , , , , ,N, , , , , , , , , , , , , , ,Y,Y,Y,Y, , , ,04cbb08d-dbd9-49e1-936d-d05c8c1d9cae,46.3333333331668,-83.9166666664335
2049,4270,3640,RICHARDS LANDING,CA,46.3,-84.033333,GLV2,14883,V,CN,E,N,N,Y,Y,Y,M,M,O, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , ,Y,Y,Y,Y, , , ,2cf8a8cc-9ecd-4e61-a5eb-65839257582e,46.3000000001999,-84.0333333331668
2050,4290,3640,SAULT STE MARIE,CA,46.516667,-84.35,GLV2,14884,S,RN,E,N,N,Y,Y,Y,N,L,M,M,0,M, , ,Y,N,Y,Y, , , , ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,S, ,6fecd08f-27aa-4928-a522-18789bf13401,46.5166666667333,-84.3500000003997
2051,4320,4300,ALGONAC,US,42.616667,-82.516667,CP06,14852,V,RN,E,N,N,Y,Y,Y,M,L,O, ,0,M,Y,N,Y,N,N,Y, , , ,N,Y,Y,Y, , , , , ,Y, ,Y, , , , , , , ,N, , , , , , ,Y, , , , , ,Y, ,Y,Y,Y,Y,C, ,S,0438a83e-26e8-469d-9151-bb5e011fc4bc,42.6166666664336,-82.5166666665334
2052,4330,4300,MARINE CITY,US,42.716667,-82.5,CP06,14852,V,RN,E,N,N,Y,Y,Y,K,K,K, ,0,L,Y,N,Y,N,N,Y, , , ,N,Y,Y,Y, , , , , ,Y, ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y, ,Y,Y,Y,Y, , , ,b9662054-cdbc-4259-b1b7-8c485db93b34,42.7166666662337,-82.4999999996003
2053,4340,4300,ST CLAIR,US,42.816667,-82.483333,CP06,14852,V,RN,E,N,N,Y,Y,Y,P,N,N, ,0,M,Y,N,Y,N,N,Y, , , ,N,Y,Y,Y, , , , , ,Y, ,Y, , , , , , , ,N, , , , , ,Y, , , , , , , , ,Y,Y,Y,Y,C, , ,13d6894f-9d95-479f-b442-e3281c85b98c,42.8166666669332,-82.4833333335665
2054,4350,4300,PORT HURON,US,43.0,-82.433333,CP06,14852,V,RN,E,N,N,Y,Y,Y,M,L,M,L,0,L,Y,N,Y,N,Y,Y, , , ,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,1578009d-1202-4a3c-bdea-ef3d7e393e49,42.9999999996003,-82.4333333336664
2055,4370,4300,HARBOR BEACH,US,43.85,-82.65,CP06,14862,V,CB,G,N,N,Y,Y,Y,M,M,O, ,0,M,Y,Y,Y,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y, , , , , , , , ,20051fcd-2a76-451c-81f2-d863b70d2c67,43.8499999997003,-82.6500000001998
2056,3670,3640,COURTRIGHT,CA,42.816667,-82.466667,C304,14852,V,RN,E,N,N,Y,N,N,M,M,O, ,0,M,N,N,N,N,N,Y, , , ,N,N,N,N, , , , ,N,N,Y,Y, , , , ,N, , ,N, , , , , , , , , , , , ,N,Y,N,N,N,N,N, , ,23df635b-ebb6-4322-8ded-f820e73ac5b8,42.8166666669332,-82.4666666666333
2057,3190,3120,SODUS BAY,US,43.266667,-76.983333,CP06,14814,V,CN,E,N,N,Y,N, ,O,O,O, ,0, ,Y, ,N, ,N,Y, , , ,N, ,Y,Y, ,Y, , , , ,Y,Y, , , , , , , ,N, , ,Y, ,Y, , , ,Y, , ,Y, ,Y,Y,Y,Y,Y,C, , ,88f47354-c35b-48ff-8c51-6a5a48911c12,43.2666666669332,-76.9833333337663
2058,3200,3120,ROCHESTER,US,43.266667,-77.6,CP06,14815,S,RN,E,N,N,Y,Y,Y,N,N,N, ,0,M,Y,Y,Y, ,Y,Y, , , , ,N,Y,Y,Y,Y, , ,Y,Y,Y,Y, , , , , , , ,N, , ,Y, , ,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,81977db7-8fcb-47db-9751-35a440f4fee7,43.2666666669332,-77.6000000003996
2059,3220,3120,YOUNGSTOWN,US,43.25,-79.05,CP06,14816,V,RN,E,N,N,Y,Y, ,O,O,O, ,0,M, ,N,Y, ,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,C, , ,e2cba432-69c4-480e-b2ca-7726e93beb73,43.2500000000001,-79.0500000001998
2060,3250,3240,PORT COLBORNE,CA,42.883333,-79.25,C303,14820,S,LC,E,N,N,Y,Y,Y,L,A,L,L,0,L, , ,Y,N,Y,Y, , , ,N,Y,Y, , , , , ,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , ,Y, , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,B,L, ,03b191ff-2770-4b96-bfc4-44af43a326a8,42.8833333337664,-79.2499999998001
2061,3260,3240,PORT MAITLAND,CA,42.85,-79.583333,C303,14820,S,RB,E,N,N,Y,Y,N,M,K,M, ,0,M, , ,N,N,N,Y, , , ,N,N, , , , , , , , , ,Y, , , , ,Y, , ,N, , , ,Y, , , , , , , , ,Y,Y,Y,Y, , ,C, , ,ae769643-9d13-4587-bf3f-e7d2b5c0da15,42.8499999999001,-79.5833333330668
2062,3270,3240,PORT DOVER,CA,42.783333,-80.2,C303,14830,V,RN,E,N,Y,Y,Y,Y,P,P,P, ,0,M, ,Y,Y,N, ,Y, , , ,N,N,Y, , , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,149e886d-c397-4b59-8081-7fd46f3af11b,42.7833333330669,-80.1999999997002
2063,3310,3240,PORT STANLEY,CA,42.666667,-81.2,C303,14830,V,RN,G,N,N,Y,N,Y,N,M,N, ,0,M, ,Y,Y,N,Y,Y, , , ,N,N,Y, , ,Y,Y, ,Y, ,Y,Y, , , , ,Y, , ,N, , , , ,Y, , ,Y, , , , ,Y,Y,Y,Y,Y,Y,B,S,S,968cf483-4ef8-44b1-b0c5-1c356dcf2412,42.6666666663336,-81.2000000003997
2064,3320,3240,RONDEAU,CA,42.266667,-81.9,C303,14830,S,CN,F,N,N,Y,Y,N,O,M,M, ,0,M, , ,Y,N,Y,Y, , , ,N,N,Y, , ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,B, ,S,5567be98-ea08-4509-bac2-5dc5b45b40c1,42.2666666662337,-81.8999999999
2065,3330,3240,PELEE I NORTH WHARF,CA,41.816667,-82.666667,C303,14844,V,CN,F,N,N,Y,Y,N,O,N,O, ,0,M, , ,Y,N,Y,Y, , , ,N,N,Y, , , , , , ,Y, ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,cd2d68e8-5d3d-4656-88eb-03ad6f34e0cd,41.8166666662337,-82.6666666662336
2066,3340,3240,PELEE I WEST DOCK,CA,41.766667,-82.683333,C303,14844,V,OR,P,N,N,Y,Y,N,O,N,O, ,0,M, , ,Y,N,Y,Y, , , ,N,N,Y, , , , , , ,Y, ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,180873b4-5dcb-4561-92c8-3b5eaadda4f1,41.7666666663337,-82.6833333331667
2067,3350,3240,LEAMINGTON,CA,42.033333,-82.6,C303,14830,V,OR,P,N,N,Y,Y,N,N,L,N, ,0,M, , ,Y,N,Y,Y, , , ,N,N,Y, , ,Y,Y, , , , ,Y, , , , ,Y, , ,N,Y, , , , , ,Y, ,Y, , ,Y,Y,Y,Y,Y, , ,C, , ,225ff67b-e931-487b-87e8-4ae2b8087756,42.0333333336664,-82.6000000002998
2068,3360,3240,KINGSVILLE,CA,42.016667,-82.733333,C303,14830,V,CB,G,N,N,Y,Y, ,P,O,P, ,0,M, , ,N,N, ,Y, , , ,N,N,Y, , ,Y,Y, , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y, ,Y,Y, , ,C, , ,9bf09a31-6428-4625-835d-ff21bc6bc520,42.0166666667333,-82.7333333330668
2069,3380,3240,AMHERSTBURG,CA,42.1,-83.1,C304,14848,S,RN,E,N,N,Y,Y,N,N,M,N,M,0,M, , ,Y, , ,Y, , ,Y,Y,N,Y, , ,Y,Y, , ,Y,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y, , , , ,C, , ,074fa66f-af53-45a4-8cbc-7698f32cf42e,42.0999999996004,-83.1000000001998
2070,3390,3240,WINDSOR,CA,42.316667,-83.033333,C304,14848,M,RN,E,N,N,Y, ,Y,M,K,M,M,0,M, , ,Y,Y,Y,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,N, ,N,Y, , , , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , ,477d2bba-ea7d-49bc-bf8d-a2b22660aecb,42.3166666670331,-83.0333333333666
2071,3420,3400,TONAWANDA,US,43.033333,-78.883333,CP06,14832,S,RN,E,N,N,N,Y,Y,O,O,O, ,0,M, , , , , ,Y, , , ,N,N,Y,Y, ,Y,Y, , ,Y,Y,Y, , , , ,Y, , ,N, , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,75aa9cd0-2887-4bfe-b03d-5d8f68e88332,43.0333333334666,-78.8833333335664
2072,3430,3400,BUFFALO,US,42.883333,-78.883333,CP06,14833,L,CB,E,N,N,Y,Y,Y,L,L,M, ,0,L,Y,Y,Y, ,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, ,49534d59-3f99-44c8-9494-d5f239ad0120,42.8833333337664,-78.8833333335664
2073,3440,3400,DUNKIRK,US,42.483333,-79.333333,CP06,14823,V,CB,F,N,N,Y,Y,Y,P,P,P, ,0,M,N,Y,N, , ,Y, , , , ,N, , , ,Y,Y, , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S,1872b695-026c-4a82-8c83-abceea17d7dd,42.4833333336664,-79.3333333335664
2074,3450,3400,ERIE,US,42.15,-80.1,CP06,14835,S,CN,E,N,N,Y,Y,N,L,M,L,L,0,L,Y,Y, , ,N,Y, , , , ,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B,L, ,a3d584dc-583f-4ec8-8c49-2b734782f7b0,42.1500000003997,-80.0999999999
2075,3460,3400,CONNEAUT,US,41.966667,-80.55,CP06,14824,S,RN,E,N,N,Y,N,Y,M,L,M, ,0,M,N,N, , , ,Y, , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,B, , ,338b41df-97f8-4f33-a07a-59f599efdbf4,41.9666666668332,-80.5499999999
2076,3470,3400,ASHTABULA,US,41.9,-80.8,CP06,14836,S,RB,E,N,N,Y,N,Y,M,M,M,M,0,M,Y,Y, , ,N,Y, , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y, ,Y,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,A,L, ,b557419c-71b4-4644-abcf-d962045e91c5,41.9,-80.8000000002997
2077,3480,3400,FAIRPORT,US,41.766667,-81.3,CP06,14837,S,RN,E,N,N,Y,Y,Y,N,N,N, ,0,M, ,Y, , ,N,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , , ,Y,Y,Y,Y,Y,Y,C, , ,68007a34-e9da-40ad-ab76-ed918d7b6c6a,41.7666666663337,-81.3000000001998
2078,3490,3400,CLEVELAND,US,41.5,-81.716667,CP06,14839,L,CB,E,N,N,Y,Y,N,L,L,L,L,0,L,Y,Y,N, ,Y,Y, , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y, ,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,8ef7a7db-bb04-4842-afc8-17047ea7b256,41.4999999999001,-81.7166666663335
2079,3500,3400,LORAIN,US,41.466667,-82.183333,CP06,14841,S,RN,E,N,N,Y,Y,Y,M,J,L, ,0,L,Y, ,Y, ,N,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M, ,3be5d6a2-502c-428e-9da4-516c9a71457a,41.4666666669332,-82.1833333332667
2080,3510,3400,VERMILION,US,41.433333,-82.366667,CP06,14826,V,RN,E,N,N,Y,Y,Y,P,P,P, ,0,M,N,N,Y, ,N,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , ,Y,Y,C, ,S,6f02edec-d495-435f-9d45-f3fc451764db,41.4333333330669,-82.3666666668332
2081,3520,3400,HURON,US,41.4,-82.55,CP06,14843,S,RN,E,N,Y,Y,Y,Y,L,L,L, ,0,L,N,Y,N, ,N,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,N,L,S,8dce7265-53f9-4842-adb6-612c001d5677,41.4000000001,-82.5500000003997
2082,3530,3400,SANDUSKY,US,41.45,-82.716667,CP06,14845,S,CN,E,N,N,Y,Y,Y,M,M,M, ,0,M,Y,Y,Y, ,N,Y, , , , ,Y,Y, ,Y,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, ,Y,Y,Y,Y, ,Y,Y,Y,C, ,S,1d550250-e00b-4d63-b817-10f8aae0af1a,41.45,-82.716666667033
2175,3540,3400,PORT CLINTON,US,41.516667,-82.933333,CP06,14842,V,RN,E,N,N,Y,Y,Y,P,P,P, ,0,M,Y, ,N, ,N,Y, , , , ,Y,Y, , ,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,B, ,S,a6a9f63b-652a-40d7-928a-8fb3d3edf353,41.5166666668332,-82.9333333335665
2176,3550,3400,PUT IN BAY,US,41.65,-82.816667,CP06,14844,V,CN,G,N,N,Y,Y,N,P,L,O, ,0,M,Y,N,N, ,N,Y, , , , ,N,Y, , ,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , , ,Y,Y,Y,Y,Y,Y,N, , ,e8203c1c-2c03-4b69-a993-4625f3bd87b3,41.6499999996004,-82.8166666668332
2177,3560,3400,TOLEDO,US,41.7,-83.466667,CP06,14847,M,RN,E,N,N,Y,Y,Y,L,M,L,M,0,L,Y,Y,Y, ,Y,Y, , , ,N,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, ,12f4415e-d192-481e-957d-d1f3c1089f53,41.7000000003998,-83.4666666664335
2178,3570,3400,MONROE,US,41.883333,-83.333333,CP06,14846,V,RN,E,N,N,Y,Y,Y,N,N,N, ,0,L,N,Y,Y, ,N,Y, , , ,N,N, , , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y, , , , , ,Y,Y,N,Y,Y,Y,C, , ,a183806e-9487-47a9-8a2a-b8bbc51ce564,41.8833333330669,-83.3333333336664
2179,3580,3400,TRENTON,US,42.133333,-83.166667,CP06,14848,V,RN,E,N,N,Y,Y,Y,L,L,L,N,0,M,N,Y,N, ,N,Y, , , ,N,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, , ,N,N,N, , ,89304167-8471-4d87-9adb-32e89ea1c462,42.1333333334666,-83.166666667033
2180,3590,3400,WYANDOTTE,US,42.2,-83.15,CP06,14848,S,RN,E,N,N,Y,Y,Y,M,M,M, ,0,M,N,N,N, ,N,Y, , , ,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , , , , , , ,N, , , , , , , , , , , , ,Y,Y, , ,N,N, , , ,7c9dcd2e-cf9b-44a2-9826-56ef0a9760ed,42.2000000002998,-83.1500000000999
2181,3610,3400,ROUGE RIVER,US,42.283333,-83.116667,CP06,14854,S,RN,E,N,N,N,Y,Y,M,K,L,N,0,M,N,N,N, ,N,Y, , , , ,Y,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,A,L, ,b6d74b43-7077-4d79-8bd0-6eb0e5e24e26,42.2833333331669,-83.1166666662336
2182,3620,3400,DETROIT,US,42.333333,-83.033333,CP06,14848,L,RN,E,N,N,Y,Y,Y,M,L,L,L,0,L, ,Y,Y, ,Y,Y, , , ,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M,99cb2b17-c46d-4ad7-ae3f-2eeefdacbe7e,42.3333333330669,-83.0333333333666
2183,3650,3640,WALPOLE ISLAND,CA,42.616667,-82.516667,C304,14852,V,RN,E,N,N,Y,Y, ,M,L,Q, ,0,M,N,N,Y,N,N,Y, , , ,N,N,Y,Y, , , ,N,N,Y, ,Y, , , , , , , ,N, , , , , , , , , , , , ,N,N,N,N,N,N,N, , ,f1f52bd0-3f85-4830-a677-70547666c6df,42.6166666664336,-82.5166666665334
2184,3660,3640,SOMBRA,CA,42.716667,-82.483333,C304,14852,V,RN,E,N,N,Y,N,Y,M,L,O, ,0,M,N,N,N,N,N,Y, , , ,N,N,N,N, , , ,N,N, , ,Y, , , , , , , ,N, , , , , , , , , , , , ,N,Y,N,N,N,N,N, , ,dc9ec95f-695b-451e-9737-2107475372aa,42.7166666662337,-82.4833333335665
